재밌게 봤으나 인물이 많아서 집중이 조금 떨어지네요.  그래도 덜 지루하게 잘 표현했어요.,8,인피니티 워
진짜 재밋었어요~♡♡♡,10,인피니티 워
생각해보니... 영국 셜록과 미국 셜록이 만났네,10,인피니티 워
밸런스패치가 좀 심각함... 특히 토르랑 닥스...  스토리도 너무 뻔하고... 액션신은 좋은데,6,인피니티 워
여기 돈아깝다는둥 시간아까웠다는둥 쓰레기영화라는분들 알바인가요?.....진짜 궁금함?!  일반관람객으로써 솔직한 후기는  정말 2시간넘게 스토리이어가는것도 지루할틈없이 계속 볼거리 제공하고 영상미 효과 훌룡하고 영화비  아깝지않을  마블중에서도 최고라 평하고싶네요~ 다음편도 기대~♡.♡,10,인피니티 워
.,0,인피니티 워
돈 아깝다,2,인피니티 워
imax 3d로 봤는데 상상 그 이상입니다,10,인피니티 워
역시 기대를 저버리지 않네용^^,10,인피니티 워
"일부 오역이 있긴 했지만, 딱히 보는데 지장있는 수준은 아니었다고 봅니다. (특히 쿠키영상에서의 닉퓨리 장면은, 이 오역을 이해 못했다 한들 내용 이해에 문제는 없다고 봄)  오역논란 기사 보면, '마지막에 탁터스트레인지 대사에서' 라는 말을 본걸 기억하는데 (이부분은 오역으로 문제가 있다고 봅니다) 영화 초반에 흥미롭게 보다가, 닥터스트레인지가 문제의 대사를 하는걸 보고 엥? 하면서 시계를 보니 2시간이 지났더라구요. 그만큼 몰입해서 본것 같습니다. 아들과 같이 봤는데, 마블 히어로를 좋아해서 그런지 매우 재미있게 보았습니다. 마블 덕후라면 박수를 칠 수 밖에 없는 영화일것 같습니다. 그런데 아무리 마블펜이 아니라고 할지라도...이 영화에 아무리 가혹한 점수를 주더라도 7 이하 점수는 너무 심한거 아닌가요? 스토리/개연성/액션/영상미/연기력 도대체 어디에서 감점이 그리 발생하는건지 모르겠네요.",10,인피니티 워
마블히어로가 떼거지로나오는데 1100만관객이면 데드풀은 아주 혼자 하드캐리 원맨쇼를했구만....ㅎ,5,인피니티 워
"번역오류가 심각하다는 말을듣고 정말 주의하면서 귀열고 봐야했다 그건 그렇다치고 마블 시네마 유니버스가 앞으로 몇년이나 버틸 수 있을까 걱정이든다 헐크 마크 러팔로, 아이언맨 로다주, 페퍼포츠 귀네스 펠트로, 워머신 돈 치들까지 주연들의 급격한 노화가 눈에띈다 이대로는 어벤저스는 다음이 한계가 아닐까 여전히 재미는 있는데 그래서 더 큰일이다",8,인피니티 워
극장에서 12000원주고 보다가 잘뻔했다 애들용 떡밥 제대로 물었네,5,인피니티 워
마블이니까 9점드림 뭔가 다른 영화가 더재밌어서 -1점,9,인피니티 워
재미없다는 인간들은 도대체 어떤영화를봐야 재밌디고하냐??초딩들아 이해가안가 ㅠ남들다재밌다고하는 혼자만 재미없다??,10,인피니티 워
재밌개 봤긴 한데....블랙팬서 올해 나왔는데..죽으니까....쫌 ....ㅋㅋㅋㅋ,10,인피니티 워
전 별로재미없었어요  마지막에만 빼고  그래서 6.8점정도요,7,인피니티 워
역시 어벤져스는... 짱입니다용~1200만가즈아~,10,인피니티 워
그루트 너무 귀여워요!!!,3,인피니티 워
오우야~기대딱이다!!!!!기대이상은 아니지만 10점!!!!!,10,인피니티 워
한번은 봐줄만,7,인피니티 워
진짜 재미있음,10,인피니티 워
복선이 너무 많다....부족한 스토리를 영상으로 커버 한건지 아니면 다음편을 위해 남겨둔건지.....등장 캐릭터들의 비중에 너무 신경을 쓴건가....ㅎㅎ,8,인피니티 워
재미 있어요!,9,인피니티 워
천상의 영화,9,인피니티 워
잘 봤어요,9,인피니티 워
쓰레기,1,인피니티 워
빨리 후속편 보고 싶어!,10,인피니티 워
그렇게 엄청 나게 재미있진 않았다..솔직히..,5,인피니티 워
넘나 재미있는것 마블 친추 카카오톡으로 하삼,10,인피니티 워
너무 압도적이라 머리가 다 아플지경.. 10여년을 이어온 완벽한 대서사시 어벤져스를 더이상 단순 히어로물이라 말하고 싶지않다 mcu를 제대로 알지 못한다면 재미가 반감될수도.,10,인피니티 워
몰입도는 최강이었다 스토리를 이해할수있는 자만이 즐길수있는 영화다,9,인피니티 워
오늘가서 봤는데 전반적으로 잘 만들었다. 아쉬운 점은 딱 한 개 보이던데 와칸다 전투씬이 뭔지 모르게 빈약했다는 점... 히어로들 협동플레이 공격도 어벤져스 1편만큼은 아니지만 볼만 했고 특히나 여러 시간대에 각 히어로들의 위치가 달라 자칫 서로 어긋날수도 있는 스토리라인을 다행히 흐름에 맞게 잘 배치했다. 쿠키영상은 편하게 보기위해 남겨두고 나왔다.  결론 돈 안아깝다. 괜찮다.,8,인피니티 워
"닥터 스트레인지 본인이 죽었는데, 어떻게 그 다음 미래를 볼 수 있는 걸까??",10,인피니티 워
역시 실망시키지 않아요 어벤져스.,10,인피니티 워
번역가가 내 최애 닥스를 쓰레기로 만듬,5,인피니티 워
개인적으로 대적 불가 헐크를 너무 바보로 만들었어요 ㅎㅎ,10,인피니티 워
좀 아쉽긴했지만 재미있었어요,9,인피니티 워
호불호는 갈리겠지만 어벤져스영화중 가장수작이고 가장 큰재미를느낀영화였습니다 많으 등장인물과 빨리바뀌는 장소와 인물로 눈은 피로했지만 충분하게 보상받을만한 영화였습니다 최고였습니다,10,인피니티 워
우리고 또 우리고...사골 영화 지겹다...,1,인피니티 워
2번이나 봤고 재밌게봤다  이게0점 이라는 평점 테러는 뭐냐?   영화는 본거냐??,9,인피니티 워
내가 본 영화중에 최악이다. 이게 영화냐 맥락도 없고 내용도 없구 감동도 없구 재미두 없구 저질 저질 진짜로 저질영화,0,인피니티 워
와 정말 재밌더라. 전편에선 히어로들이 많아서 산만하게 느껴졌는데 이번엔 공간이 나뉘어져서 캐릭터들의 매력도 잘 살린듯. 근데 오역땜에 말이 많아서 보기전엔 별 상관있겠나 했는데 관람 후 찾아보니 심하더라.,10,인피니티 워
기존  어벤저스나  토르  가오갤  시리즈를  모르고선  살짝  이해불가  일수도...,8,인피니티 워
그닥,0,인피니티 워
어벤져스 처음 봤는데도 되게 재밌게봄 굳굳,9,인피니티 워
역시 어벤져스 히어로들 열심히 가요 근데 맨티스는 왜 조연 어이가 없음,10,인피니티 워
최고의 오락영화. 그이상도 이하도 아니다.,8,인피니티 워
ㄱㅊ,10,인피니티 워
대박 핵꿀.....잼이 아닌 너무 잔인한 15세 관람가 영화 죽음이 너무 많이 있고 12세관람가가 아닌 15세 관람가 같다 어벤져스에 진화는 멋잇지만 망하고도 졸리고 흥미진진하다 2편만 만들고 마블 끄자,1,인피니티 워
그냥 시간 보내기 좋은 영화. 선악구조 속에 반전도 없는 뻔한 스토리.,2,인피니티 워
인피니티 워가 제일 재밌네요! 어벤져스 4가 어떻게 될지 궁금하네요!,10,인피니티 워
대작,10,인피니티 워
모든것은 시간만 돌리면 처리할 수 있다. 시나리오 작가를 잡아다 족치고 싶다.,6,인피니티 워
번역이 말아먹은 대작,1,인피니티 워
dc영화가 덜 화려함에도 끌리는 이유는 철학 때문이다.  물론 새로나온 슈퍼맨이나 수어사이드 부터는 그런게 없지만 타노스의 아주 개똥같은 아무튼 그런 철학을 담고자하는 것은 조금 인정해주고 싶다.,7,인피니티 워
ㆍ,7,인피니티 워
"평점 짜게준다는 평론가들이 7~8점 줬는데 말 다한거 아니냐.. 재미없다는사람들은 전편들 안봐서 이해가 안간거지 왜 그걸 영화탓을하지? 너넨 아침에 일어나자마자 소고기가 먹고싶니? 아침엔 간단하게 먹고 점심은 어느정도 배차게 먹고 저녁은 풍족하게 먹는것처럼, MCU영화도 1편들부터 찬찬히 보면서 세계관 이해하고나서 인피니티워 봐야 재미를 느끼는거다. 아침부터 고기먹으러고하니 탈이나지. 영화의 부족했던점은 어쩔수 없는 부분이겠지만... 원래 적어도 파트4개로 나눠졌어야 할 영화가 2편으로 압축된거다보니 전개가 급한감이 있는거같았긴함. 근데 어쩔수 없는 부분이니 이해함.",9,인피니티 워
중1 딸포함 3식구가 보았는데  3명다 보다가 잠들었음.... 이게 무슨 영화냐.....  내일생에 제일 재미없는 최악의 영화...  그리고 이게 어찌 천만관객이 넘었는지 모르겠다....    이런식으로 사람들 사기성으로 보게 하지마라....,0,인피니티 워
마지막은 허무했지만 다음편이 있잖아요^^,10,인피니티 워
.,10,인피니티 워
마블팬으로 흥분이 사라지지 않는구나...번역이 개판이네,8,인피니티 워
심야로 보고왔는데 시간가는줄 몰랐어요.,10,인피니티 워
액션이 엄청 화려 ㄷㄷ,10,인피니티 워
멋지다,7,인피니티 워
꿀잼,10,인피니티 워
정말 재미없었어요,1,인피니티 워
엄청집중하면서봤네요. 간만에 재미있는 영화~~,10,인피니티 워
영화 자체 분위기도 확실하고 내용이 가면갈수록 흥미진지해짐 어벤져스4가 기대가될  저도ㅇㅁㅇ!,10,인피니티 워
평점이 왜이래 난마블팬으로써 굉장히 내용 전달 잘되던데 ㅋㅋㅋㅋㅋ 평점이상하게준사람들 마블영화 첨부터 다시보세요 ㅋㅋ,10,인피니티 워
드래곤볼과 비슷. 6개 큐빅 모아서 세계 최강이 되려하는데 사실 큐빅 모으기 전에 사실상 이미 최강.ㅋㅋ 센놈 죽이면 더 센놈 나타나고 더 센놈 죽이면 더더 센놈 나타나서 끝나지 않는 이야기. 가면 갈수록 반복되고 이야기는 허접해지고 재미없어지는 구조.,1,인피니티 워
처음부터 끝까지 착한 편과 나쁜 편의 싸움으로만 일관하는 무재미.,2,인피니티 워
내용이 황당함~~~,3,인피니티 워
어벤져스 다큐멘터리화,7,인피니티 워
^^,9,인피니티 워
배우들의 면면때문에 억지로 6점을 준다.. 시나리오 인과관계없음. 어거지 플로우.. 뜬금없는 유머코드.. 천문학적인 돈을  쓰고 전문학적인 개봉관을 획득한 영화.. 도저히 양심상 호평을 할수없다.,6,인피니티 워
별루. 흔한cg와   언제나 볼수있었던 장면 긴장감과 줄거리내용이 없음. 평범하다. 그리고 마지막 엔딩은 너무 허무함과 연결성이 없다. 아쉽다,1,인피니티 워
별루... 만화로 보는게 더 상상력 자극 하고 재미있음. The exile -craig washington-책도 재미있음 추천,3,인피니티 워
히어로 서커스 ▶ 주먹불끈  ▶ 상황 종료.....그리고 무한반복...하다 끝,4,인피니티 워
최고,10,인피니티 워
"정말 완벽한 영화이다. 1000만 관중,10주년 에 맞춰서 개봉한 뜻깊은 영화이다",10,인피니티 워
재미있다,10,인피니티 워
드럽게 잼없더라 돈내고 보지마라 돈  아깐다 나처럼 토랜트로 다운받고 봐라,1,인피니티 워
이제야 진실을 알았다..평점을 믿으면 안된다는 것을..앞으로 최악의 평점을 준 사람들의 말만 믿어야지..어벤져스...내 생에 최악의 영화였다.동감할수 없는 미국식 유머..쓸데없는 말장난..몰입감 최악..스토리전개 엉망..이상한 마무리..,0,인피니티 워
눈요기감으로 보긴 좋다. 마지막 앤딩부분은 후속편을 예감하는 궁굼점만 남기고 깔끔한 마무리가 없는게 아쉬운 부분이다. 먼지처럼 사라진 영웅들은 어떻게 된것일까?,8,인피니티 워
그냥 저냥,5,인피니티 워
멋있는 액션과 동시에 슬픈 장면도 있는 영화,10,인피니티 워
뭐 재미와 진행이 가득하다,10,인피니티 워
빠른전개가 아쉽진 하지만 그걸 먹어버리는 액션/효과,9,인피니티 워
뭐래?,1,인피니티 워
"롸벗이 나오는데 무슨 말이 필요해  거기에 톰 홀랜드 까지,, 마블한테 감사할 따름이지 영화 내주셨으니 넙죽 받아먹겠습니다",10,인피니티 워
볼만혀,7,인피니티 워
볼만해,6,인피니티 워
오늘 친구들이랑 보고왔는데 진짜 완전 캡틴 개멋있었어요..♡아 근데 마지막에 가루돼면서 죽는거보고 진짜 완전 슬펐어요ㅠㅠㅠ,10,인피니티 워
제발 다음엔 번역가좀 바꿔라 네티즌들덕분에 알았다,8,인피니티 워
이런.......속았다.......ㅠㅠ,5,인피니티 워
미친 타노스그위에 또 미친 스토리,10,인피니티 워
보는네네 충격받음,10,인피니티 워
"어벤져스4도 기다려지지만 앤트맨, 캡틴마블이 더 기다려지게 만든 어벤져스3!!!",10,인피니티 워
"3번 자다깨다...이런 잡탕짬봉 히어로물 개짜증. 악당이 구슬6개모으면 신이 되는데,짬뽕들이 막다가 못막고 끝...",0,인피니티 워
이 영화는 무조건 백점,10,인피니티 워
지루하고 답답하고 개연성 엄고,6,인피니티 워
평점 한 두개 줬다는 사람들은 억지입니다 제가 여테까지 미국 같은데 가면서 아주많이 마블 영화른 봐왓는데 재밋긴 진짜 재밌습니다 다만 자막이 좀ㅡㅡ,9,인피니티 워
마블의 웅장함~,8,인피니티 워
스토리 흐름을 틀어버리는 자막이 안티,7,인피니티 워
시간 가는줄 모르고 즐겼음. 내년 마무리 기다리며 중간중간 연결 작품들도 기대합니다.,10,인피니티 워
예고편인줄 알면 안보러 갔을것,7,인피니티 워
다음편은 도대체 언제나오는가 !!,10,인피니티 워
개꿀잼,10,인피니티 워
정말 재밌게 봤습니다. 마블 역사상 최고의 스릴을...... 제가 마블 영화를 거의 다 봤는데 인피니티워 이 녀석... 스포를 하자면 음.. 그래! 타노스가 사람 잡네!! 인피니티 스톤 다 모아 손가락 튕기질 않나...ㅋㅋ 마블은 사랑입니다!!!,10,인피니티 워
재미있음,10,인피니티 워
어벤져스 시리즈중 최고의 영화 단 한장면도 지루할틈없이 2시간 40분이 후딱 지나갔서 마지막에 너무 아쉬움이 크네요 나이 먹긴 싫지만 그래도 2019년이 기다려 짐니다,10,인피니티 워
빌런은 이렇게 만드는거다.자칫 억지스러울수 있던 스톤모으는 과정을MCU가 만든 타노스라는 캐릭터와 브롤린의 연기로 충분히 설득시켰다.,9,인피니티 워
시리즈 중 최고.,10,인피니티 워
재미없다는 댓글다는사람들 대부분 그냥 이번편만 본 사람들인듯....전편들좀 보고와라...졸 재밌더구만,10,인피니티 워
"마블 팬들한테는... 과자종합선물 세트 같은 느낌 ? 마지막 장면도 나쁘지.않았음. 내년을 기다려야.,할듯",8,인피니티 워
유치함. 리얼리티스톤 하나만으로도 히어로들 다 발라버릴것 같은데 굳이 몸을 쓰는 타노스를 보는 어이없음. 아무리 논리 따윈 개 준다는 MCU라지만 최소한의(외계행성에서 아무렇지도 않개 숨을 쉬는 따위의) 논리마저도 밥말아드신 그냥 아동용 히어로피규어무비.,6,인피니티 워
만화영화 같음,2,인피니티 워
영화관에서 졸아보긴 첨. 이게 영화냐? 스맛폰 게임 극장판이지.,1,인피니티 워
학원 안 가고 보니 꾸르잼,10,인피니티 워
스케일크고웅장하다.     대박재밌게봤어요 안봤으면 후회했을듯,10,인피니티 워
뭥미?,1,인피니티 워
박지훈 번역 제발 빼라고,1,인피니티 워
"밸붕 맛이가네.. 완다, 비젼 쩔쩔매는데 인간 위도우 발차기로 평정ㅋㅋㅋ  캡아 타노스 맞짱ㅋㅋㅋ 적당히 하자 진짜 요즘 헐리웃영화 보면 공장에서 찍어내는 정크푸드같은 느낌.. 새로울게 없어 그냥 돈 많이 들인거에 박수!!!",2,인피니티 워
"정말 너무 재밌어서 놀랐을 지경..다 봤던 어벤져스 시리즈를 보고 싶게 만들고,세계관을 다시 생각해볼 수 있게 해준 영화!",10,인피니티 워
cg는 최고임 흥행잘되는데는 이유가 있지,5,인피니티 워
결국 드레곤볼처럼 죽은 애들 살리고 뭐 그런거야,8,인피니티 워
제목으로 암시를 줬다지만 너무하다 허무해진 상실감을 어떻게 채우려고...,6,인피니티 워
마지막 까지 잘보다 이런심정이였음???? 뭐여????,5,인피니티 워
여태까지 본 마블 영화들 중 제일 스케일이 큰 영화!,8,인피니티 워
"마블을 좋아해서 한 편도 빼놓지 않고 다 챙겨본 사람인데...개인적으로 마블 시리즈 중에서 가장 실망이 컸던 작품이네요... 그동안 쌓아왔던 캐릭터들이 너무 의미없이 소모돼버렸고, 이야기도 납득안가는 부분들이 꽤 됐었네요..... 기대가 너무 컸던 걸까요?? 저한테는 너무 많은 걸 담으려다 무소유를 실천한 것 같은 영화였습니다.",0,인피니티 워
한국영화랑 차원이 다른 스케일  내용을 이해못해도 볼만합니다  지루할틈이 업이 봤어요,9,인피니티 워
"과유불급이란 말이 딱 맞겠더라,,,소문난 잔치에 먹을거 없다고 한껏 기대하고 봤는데 액션도 짤막 짤막 농담도 깨작 깨작 그냥 이놈저놈 모으다 끝나고 다음편을 위한 낚시용이랄까??? 이런 영화가 중간에 졸리면 이상한거 아닌가?? 그것도 초저녁에,,, 엔딩만 좀 괜찮았더도 7점은 줬을텐데,,,,",5,인피니티 워
우아,10,인피니티 워
영화겁나시시하고  정신도없고 ocn에서나볼안한영화~이거 공짜로봤으니망정이지  돈내고봤으면 한달은후회했을영화,2,인피니티 워
뭐래...,2,인피니티 워
앞에것 다보면재미있고 아니면 잠이옴  ㅎㅎㅎㅎ,5,인피니티 워
"해운대나 명량 같은 쓰레기 영화도 천만이 넘었는데, 어벤져스 인피 정도면 문제없음.",10,인피니티 워
보다가 졸았다 ㅡㅡ  돈아까워ㅡㅡ!!!!!!!잼없음,2,인피니티 워
대박 재미있음,10,인피니티 워
내가본 최고의 마블영화!!!!!!!!,10,인피니티 워
소문난 잔치에 생각 보다 먹을 게 없더라. 빈 수레가 요란하긴 한데 아주 듣기 싫지는 않더라. 아마도 블랙팬서에서 DC만큼 개짜증 나게 실망했던 덕에 그나마 인피니티워에 대한 기대가 낮아서 그랬던 듯 하다.,6,인피니티 워
"타노스가 추구하려는 해결책은 생각해볼 가치가 있다고 생각했음. 워낙 많은 출연진들이 나오기 때문이기도 하지만, 무엇보다, 각 케릭터들에 대한 메니아적인 사전 지식이 많지 않다면, 그들이 처한 상황이나 대사나 갈등을 이해하기는 많이 버거웠음.",7,인피니티 워
정말 보는 내내 정신없고 좋았다...ㅎㅎ 타노스 완전 세다는..ㅋㅋ,8,인피니티 워
대박,10,인피니티 워
볼만했다. 중간중간 치고들어오는 웃음코드 좋았다 하지만 같은 루소형제 감독치고... 시빌워에 비하면 너무 집중이 안되더라 (영화로만 보면 타노스 눈물에 피식...할듯),6,인피니티 워
이영화는 드라마와 비슷합니다. 이와 연관된 앞 편을 보지않고 보는 분들은 재미없다고 하는것이 이해됨^^!! ~~~(마블 매니아라면 환상의 영화일테구요^^~~),9,인피니티 워
시간 가는 줄 모르고 잤다가 돈이 아까워 깼다가를 반복한 최악의 영화!  천만관객을 희롱한 당대의 CG사기꾼의 역작!,4,인피니티 워
3-1편인거 몰랐네. 4편이 3-2. 4편 나올때까지 언제기다려ㅠ.,5,인피니티 워
어지간하면 재미 있다 하는데  뭐 회면크고 소리크고  기계끼리 싸움은 무슨영화가 두시간내내 집중이 안되네 졸리네 나중엔 돈이   아깝다,4,인피니티 워
이번에 어벤져스 다 모이려고 하니깐 짬뽕이됨. 그래도 전투신은 언제나 그랬듯이 좋았음. 또 보통영화에선 악당에게 엄청 싫어하고 증오 하는 마음이 들잖음? 근데 타노스는 무언가 이해가 간다.,6,인피니티 워
최고입니다.,10,인피니티 워
생각보다 재밌게 봤는데 결말이 허무해서..그레이 1 봤을 때의 느낌ㅋㅋㅋㅋ후속작에서 만족시켜주시겠죠 ㅠ,9,인피니티 워
너무재밌었어요!!!!!,10,인피니티 워
그럼 천만이 괜히 봤겠냐?  두번 세번 본 사람은 재미 없어도 팬심으로 본거겠네 영화 낮추려고 노력한다 노력해,10,인피니티 워
두시간은 금방 갔는데  기억에 남는건 없음,6,인피니티 워
영화가 넘 산만했어요 줄거리가 중구남방 아무런 메세지도 없는 영화,5,인피니티 워
진짜 시간낭비...~,1,인피니티 워
잼나게보고옴 시간가는줄  모름 담편 기대됨,10,인피니티 워
넘길어~,6,인피니티 워
재밌었어요.~,8,인피니티 워
"타노스가 이해되는 1인,  지구의 바이러스는 인간이다. 한국의 바이러스는?",9,인피니티 워
4편 스포  스타크가 인피니티 스톤 5개 건틀렛의 에너지를 막는 무언가를 만들어서 막음 죽은 주인공들은 다시 안나오는듯.. 애니메이션상 ....... 타노스 개발림 ㅋㅋㅋ,9,인피니티 워
뭐 재밌게 봤다,8,인피니티 워
"밸런스 개 망... 비전,완다 개털리는데 블랙위도우가 해결함.ㅋㅋㅋ",1,인피니티 워
"무더기로 나와 2시간 40분을  거하게 잡아먹고 진 빼는 예고편. 그런데 어쩌나 후속작을  위해서 동원한 물량이 과해서 다음 편엔 DC와 협업을 해야만 할 기세^^이왕 막가는 김에 원더우먼, 슈퍼맨, 배트맨 다 등장시켜 타노스와 맞짱 뜨고 마블과 DC도 이참에 한판 하는 스토리로 OK",3,인피니티 워
끙,1,인피니티 워
4편엔..울버린.슈퍼맨 추가,5,인피니티 워
지루하고 시시함 히어로물의 끝판왕으로 기대했는데 예전 히어로물 왓치맨이 더잘만듬 닥터맨허탄이 타노스보다 100만배 더 간지남,1,인피니티 워
....,1,인피니티 워
재밌게 봤어요.,10,인피니티 워
지루하고   잼없음,1,인피니티 워
타노스 매력적이다,9,인피니티 워
마눌 먼저 z z z 조금후 나도z z z,4,인피니티 워
"암튼..개인취향이지만, 전 최고로 재미지게 봤어요.",10,인피니티 워
자막 ㅅㅂ,0,인피니티 워
아이맥스로  봐서  좋았어요.  토요일  오후라 그런지 피곤해서  많이  졸았어요.,9,인피니티 워
희망이 없다고 최악이라고 할 수는 없지만 어떻게 소멸된 자들이 소환될지 궁금하다..,9,인피니티 워
최악수준,1,인피니티 워
만화영화보다 졸았음.,0,인피니티 워
진짜 진짜 완전 대박 꿀잼!! 다음편도 빨리 보고싶다~~((기대기대,10,인피니티 워
갸 꿀잼,10,인피니티 워
명불허전,10,인피니티 워
